"customer_id","customer_name","city","state","country","postal_code","segment","market","region"
"MM-17920","Michael Moore","Penedo","Alagoas","Brazil","NA","Consumer","LATAM","LATAM-South"
"MY-17380","Maribeth Yedwab","Contramaestre","Santiago de Cuba","Cuba","NA","Corporate","LATAM","Caribbean"
"MC-18100","Mick Crebagga","Guarujá","São Paulo","Brazil","NA","Consumer","LATAM","LATAM-South"
"JG-15160","James Galang","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"SG-20890","Susan Gilcrest","Villa Nueva","Guatemala","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"AR-10570","Anemone Ratner","Miguel Hidalgo","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"CM-12715","Craig Molinari","David","Chiriquí","Panama","NA","Corporate","LATAM","LATAM-Central"
"DB-13555","Dorothy Badders","Francisco Morato","São Paulo","Brazil","NA","Corporate","LATAM","LATAM-South"
"SU-20665","Stephanie Ulpright","Panama City","Panama","Panama","NA","Home Office","LATAM","LATAM-Central"
"RD-19930","Russell D'Ascenzo","Villa Alemana","Valparaíso","Chile","NA","Consumer","LATAM","LATAM-South"
"PW-19030","Pauline Webber","Gonaïves","Artibonite","Haiti","NA","Corporate","LATAM","Caribbean"
"JK-16120","Julie Kriz","Santo Domingo","Santo Domingo","Dominican Republic","NA","Home Office","LATAM","Caribbean"
"SH-19975","Sally Hughsby","Puebla","Puebla","Mexico","NA","Corporate","LATAM","LATAM-North"
"SB-20185","Sarah Brown","Uberaba","Minas Gerais","Brazil","NA","Consumer","LATAM","LATAM-South"
"BS-11800","Bryan Spruell","Villahermosa","Tabasco","Mexico","NA","Home Office","LATAM","LATAM-North"
"CM-12190","Charlotte Melton","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"CT-11995","Carol Triggs","Bogotá","Bogota","Colombia","NA","Consumer","LATAM","LATAM-South"
"CB-12535","Claudia Bergmann","Tegucigalpa","Francisco Morazán","Honduras","NA","Corporate","LATAM","LATAM-Central"
"GK-14620","Grace Kelly","Lima","Lima (city)","Peru","NA","Corporate","LATAM","LATAM-South"
"DJ-13420","Denny Joy","Valledupar","Cesar","Colombia","NA","Corporate","LATAM","LATAM-South"
"BD-11320","Bill Donatelli","Córdoba","Veracruz","Mexico","NA","Consumer","LATAM","LATAM-North"
"MV-18190","Mike Vittorini","Salvador","Bahia","Brazil","NA","Consumer","LATAM","LATAM-South"
"CM-11830","Cari MacIntyre","Choluteca","Choluteca","Honduras","NA","Corporate","LATAM","LATAM-Central"
"BF-11020","Barry Französisch","Orizaba","Veracruz","Mexico","NA","Corporate","LATAM","LATAM-North"
"JO-15280","Jas O'Carroll","Soacha","Cundinamarca","Colombia","NA","Consumer","LATAM","LATAM-South"
"JW-15955","Joni Wasserman","Sancti Spíritus","Sancti Spíritus","Cuba","NA","Consumer","LATAM","Caribbean"
"QJ-19255","Quincy Jones","Tegucigalpa","Francisco Morazán","Honduras","NA","Corporate","LATAM","LATAM-Central"
"NB-18655","Nona Balk","Antiguo Cuscatlán","La Libertad","El Salvador","NA","Corporate","LATAM","LATAM-Central"
"EH-14125","Eugene Hildebrand","San Pedro Sula","Cortés","Honduras","NA","Home Office","LATAM","LATAM-Central"
"ML-17410","Maris LaWare","Mérida","Yucatán","Mexico","NA","Consumer","LATAM","LATAM-North"
"BD-11725","Bruce Degenhardt","Durango","Durango","Mexico","NA","Consumer","LATAM","LATAM-North"
"BD-11770","Bryan Davis","Apopa","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"TC-21145","Theresa Coyne","Tipitapa","Managua","Nicaragua","NA","Corporate","LATAM","LATAM-Central"
"AW-10840","Anthony Witt","Fresnillo de González Echeverría","Zacatecas","Mexico","NA","Consumer","LATAM","LATAM-North"
"RD-19720","Roger Demir","Tlaquepaque","Jalisco","Mexico","NA","Consumer","LATAM","LATAM-North"
"PJ-18835","Patrick Jones","Zapopan","Jalisco","Mexico","NA","Corporate","LATAM","LATAM-North"
"BE-11410","Bobby Elias","Petare","Miranda","Venezuela","NA","Consumer","LATAM","LATAM-South"
"LR-17035","Lisa Ryan","Baní","Peravia","Dominican Republic","NA","Corporate","LATAM","Caribbean"
"NF-18475","Neil Französisch","Managua","Managua","Nicaragua","NA","Home Office","LATAM","LATAM-Central"
"BO-11350","Bill Overfelt","Toluca","México","Mexico","NA","Corporate","LATAM","LATAM-North"
"JF-15355","Jay Fein","Guadalajara","Jalisco","Mexico","NA","Consumer","LATAM","LATAM-North"
"EM-14140","Eugene Moren","León","Guanajuato","Mexico","NA","Home Office","LATAM","LATAM-North"
"HR-14830","Harold Ryan","São Bernardo do Campo","São Paulo","Brazil","NA","Corporate","LATAM","LATAM-South"
"AG-10495","Andrew Gjertsen","Carrefour","Ouest","Haiti","NA","Corporate","LATAM","Caribbean"
"AS-10285","Alejandro Savely","San Salvador","San Salvador","El Salvador","NA","Corporate","LATAM","LATAM-Central"
"KC-16540","Kelly Collister","Mexico City","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"NP-18700","Nora Preis","San Luis Río Colorado","Sonora","Mexico","NA","Consumer","LATAM","LATAM-North"
"MA-17560","Matt Abelman","Mexico City","Distrito Federal","Mexico","NA","Home Office","LATAM","LATAM-North"
"CJ-11875","Carl Jackson","Buenos Aires","Buenos Aires","Argentina","NA","Corporate","LATAM","LATAM-South"
"DL-13315","Delfina Latchford","Coyoacán","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"PS-18970","Paul Stevenson","Bogotá","Bogota","Colombia","NA","Home Office","LATAM","LATAM-South"
"AZ-10750","Annie Zypern","León","León","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"VP-21730","Victor Preis","Managua","Managua","Nicaragua","NA","Home Office","LATAM","LATAM-Central"
"FH-14350","Fred Harton","San Salvador","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"SD-20485","Shirley Daniels","Hermosillo","Sonora","Mexico","NA","Home Office","LATAM","LATAM-North"
"HM-14860","Harry Marie","Guadalajara","Jalisco","Mexico","NA","Corporate","LATAM","LATAM-North"
"RB-19645","Robert Barroso","Santarém","Pará","Brazil","NA","Corporate","LATAM","LATAM-South"
"CD-12790","Cynthia Delaney","Apodaca","Nuevo León","Mexico","NA","Home Office","LATAM","LATAM-North"
"SP-20920","Susan Pistek","Avellaneda","Santa Fe","Argentina","NA","Consumer","LATAM","LATAM-South"
"RL-19615","Rob Lucas","Los Mochis","Sinaloa","Mexico","NA","Consumer","LATAM","LATAM-North"
"JH-15820","John Huston","Cuscatancingo","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"VF-21715","Vicky Freymann","Antiguo Cuscatlán","La Libertad","El Salvador","NA","Home Office","LATAM","LATAM-Central"
"AB-10165","Alan Barnes","Las Tunas","Las Tunas","Cuba","NA","Consumer","LATAM","Caribbean"
"JP-15520","Jeremy Pistek","Malambo","Atlántico","Colombia","NA","Consumer","LATAM","LATAM-South"
"JE-15745","Joel Eaton","Soyapango","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"JW-15220","Jane Waco","Maringá","Parana","Brazil","NA","Corporate","LATAM","LATAM-South"
"DB-13405","Denny Blanton","Puebla","Puebla","Mexico","NA","Consumer","LATAM","LATAM-North"
"JM-15865","John Murray","Tegucigalpa","Francisco Morazán","Honduras","NA","Consumer","LATAM","LATAM-Central"
"FO-14305","Frank Olsen","San Pablo de las Salinas","México","Mexico","NA","Consumer","LATAM","LATAM-North"
"MS-17770","Maxwell Schwartz","Fortaleza","Ceará","Brazil","NA","Consumer","LATAM","LATAM-South"
"HH-15010","Hilary Holden","Escuintla","Escuintla","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"MH-17440","Mark Haberlin","Juárez","Chihuahua","Mexico","NA","Corporate","LATAM","LATAM-North"
"SM-20005","Sally Matthias","Antiguo Cuscatlán","La Libertad","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"DB-13615","Doug Bickford","Mexico City","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"LH-17155","Logan Haushalter","Mendoza","Mendoza","Argentina","NA","Consumer","LATAM","LATAM-South"
"JD-15790","John Dryer","Santiago de Cuba","Santiago de Cuba","Cuba","NA","Consumer","LATAM","Caribbean"
"GH-14485","Gene Hale","Tijuana","Baja California","Mexico","NA","Corporate","LATAM","LATAM-North"
"TH-21550","Tracy Hopkins","Zapopan","Jalisco","Mexico","NA","Home Office","LATAM","LATAM-North"
"PR-18880","Patrick Ryan","Gómez Palacio","Durango","Mexico","NA","Consumer","LATAM","LATAM-North"
"AF-10885","Art Foster","Santiago de los Caballeros","Santiago","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"BD-11500","Bradley Drucker","Chinandega","Chinandega","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"MS-17365","Maribeth Schnelling","Cholula","Puebla","Mexico","NA","Consumer","LATAM","LATAM-North"
"OT-18730","Olvera Toch","Santiago","Santiago","Chile","NA","Consumer","LATAM","LATAM-South"
"BF-10975","Barbara Fisher","Caxias do Sul","Rio Grande do Sul","Brazil","NA","Corporate","LATAM","LATAM-South"
"LH-16750","Larry Hughes","Juárez","Chihuahua","Mexico","NA","Consumer","LATAM","LATAM-North"
"CC-12550","Clay Cheatham","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"JS-15880","John Stevenson","Santiago de los Caballeros","Santiago","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"CA-12265","Christina Anderson","Petapa","Guatemala","Guatemala","NA","Consumer","LATAM","LATAM-Central"
"GM-14455","Gary Mitchum","Moa","Holguín","Cuba","NA","Home Office","LATAM","Caribbean"
"SS-20140","Saphhira Shifley","San Miguelito","Panama","Panama","NA","Corporate","LATAM","LATAM-Central"
"AF-10870","Art Ferguson","Santa Clara","Villa Clara","Cuba","NA","Consumer","LATAM","Caribbean"
"JD-15895","Jonathan Doherty","Zapopan","Jalisco","Mexico","NA","Corporate","LATAM","LATAM-North"
"RD-19585","Rob Dowd","Zapopan","Jalisco","Mexico","NA","Consumer","LATAM","LATAM-North"
"EL-13735","Ed Ludwig","Santa Catarina","Nuevo León","Mexico","NA","Home Office","LATAM","LATAM-North"
"PL-18925","Paul Lucas","Petapa","Guatemala","Guatemala","NA","Home Office","LATAM","LATAM-Central"
"NC-18415","Nathan Cano","Cúcuta","Norte de Santander","Colombia","NA","Consumer","LATAM","LATAM-South"
"MG-17695","Maureen Gnade","Mexico City","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"KS-16300","Karen Seio","Guantánamo","Guantánamo","Cuba","NA","Corporate","LATAM","Caribbean"
"TN-21040","Tanja Norvell","Bogotá","Bogota","Colombia","NA","Home Office","LATAM","LATAM-South"
"AH-10120","Adrian Hane","Cancún","Quintana Roo","Mexico","NA","Home Office","LATAM","LATAM-North"
"EH-14005","Erica Hernandez","Uruguaiana","Rio Grande do Sul","Brazil","NA","Home Office","LATAM","LATAM-South"
"ZC-21910","Zuschuss Carroll","San Salvador","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"JB-16000","Joy Bell-","Arapongas","Parana","Brazil","NA","Consumer","LATAM","LATAM-South"
"MH-17290","Marc Harrigan","Zapopan","Jalisco","Mexico","NA","Home Office","LATAM","LATAM-North"
"MC-17845","Michael Chen","Tampico","Tamaulipas","Mexico","NA","Consumer","LATAM","LATAM-North"
"RF-19840","Roy Französisch","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"JR-16210","Justin Ritter","Santiago de Cuba","Santiago de Cuba","Cuba","NA","Corporate","LATAM","Caribbean"
"LH-17020","Lisa Hazard","Cienfuegos","Cienfuegos","Cuba","NA","Consumer","LATAM","Caribbean"
"BN-11470","Brad Norvell","Managua","Managua","Nicaragua","NA","Corporate","LATAM","LATAM-Central"
"DK-12985","Darren Koutras","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"SN-20710","Steve Nguyen","Managua","Managua","Nicaragua","NA","Home Office","LATAM","LATAM-Central"
"DK-13375","Dennis Kane","León","Guanajuato","Mexico","NA","Consumer","LATAM","LATAM-North"
"ME-18010","Michelle Ellison","San Pedro de Macorís","San Pedro de Macorís","Dominican Republic","NA","Corporate","LATAM","Caribbean"
"MS-17980","Michael Stewart","Bogotá","Bogota","Colombia","NA","Corporate","LATAM","LATAM-South"
"AH-10690","Anna Häberlin","Granada","Granada","Nicaragua","NA","Corporate","LATAM","LATAM-Central"
"AO-10810","Anthony O'Donnell","Londrina","Parana","Brazil","NA","Corporate","LATAM","LATAM-South"
"PF-19225","Phillip Flathmann","São Paulo","São Paulo","Brazil","NA","Consumer","LATAM","LATAM-South"
"LS-16945","Linda Southworth","Bayamo","Granma","Cuba","NA","Corporate","LATAM","Caribbean"
"RB-19465","Rick Bensley","Bayamo","Granma","Cuba","NA","Home Office","LATAM","Caribbean"
"TC-21295","Toby Carlisle","San Salvador","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"SW-20350","Sean Wendt","Panama City","Panama","Panama","NA","Home Office","LATAM","LATAM-Central"
"AD-10180","Alan Dominguez","San Francisco del Rincón","Guanajuato","Mexico","NA","Home Office","LATAM","LATAM-North"
"GH-14410","Gary Hansen","Mexico City","Distrito Federal","Mexico","NA","Home Office","LATAM","LATAM-North"
"ES-14020","Erica Smith","Mexico City","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"BF-11005","Barry Franz","San Pedro de Macorís","San Pedro de Macorís","Dominican Republic","NA","Home Office","LATAM","Caribbean"
"TA-21385","Tom Ashbrook","Itapecerica da Serra","São Paulo","Brazil","NA","Home Office","LATAM","LATAM-South"
"GG-14650","Greg Guthrie","Mixco","Guatemala","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"MS-17710","Maurice Satty","Santa Catarina","Nuevo León","Mexico","NA","Consumer","LATAM","LATAM-North"
"GM-14500","Gene McClure","Delgado","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"DP-13105","Dave Poirier","San Miguelito","Panama","Panama","NA","Corporate","LATAM","LATAM-Central"
"JF-15190","Jamie Frazer","Punta Arenas","Magallanes y Antártica Chilena","Chile","NA","Consumer","LATAM","LATAM-South"
"BT-11440","Bobby Trafton","Parintins","Amazonas","Brazil","NA","Consumer","LATAM","LATAM-South"
"LL-16840","Lauren Leatherbury","Soyapango","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"SE-20110","Sanjit Engle","Bogotá","Bogota","Colombia","NA","Consumer","LATAM","LATAM-South"
"GB-14575","Giulietta Baptist","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"CB-12025","Cassandra Brandow","Envigado","Antioquia","Colombia","NA","Consumer","LATAM","LATAM-South"
"JK-15640","Jim Kriz","Santo Domingo","Santo Domingo","Dominican Republic","NA","Home Office","LATAM","Caribbean"
"MH-17455","Mark Hamilton","Azcapotzalco","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"JE-15475","Jeremy Ellison","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"EM-14095","Eudokia Martin","Garza García","Nuevo León","Mexico","NA","Corporate","LATAM","LATAM-North"
"EG-13900","Emily Grady","Saltillo","Coahuila","Mexico","NA","Consumer","LATAM","LATAM-North"
"JJ-15760","Joel Jenkins","Fortaleza","Ceará","Brazil","NA","Home Office","LATAM","LATAM-South"
"DD-13570","Dorothy Dickinson","Aracaju","Sergipe","Brazil","NA","Consumer","LATAM","LATAM-South"
"BP-11230","Benjamin Patterson","Armenia","Quindío","Colombia","NA","Consumer","LATAM","LATAM-South"
"JE-16165","Justin Ellison","Cruzeiro","São Paulo","Brazil","NA","Corporate","LATAM","LATAM-South"
"MM-17260","Magdelene Morse","Santa Ana","Santa Ana","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"BS-11365","Bill Shonely","Portmore","Saint Catherine","Jamaica","NA","Corporate","LATAM","Caribbean"
"KH-16360","Katherine Hughes","Panama City","Panama","Panama","NA","Consumer","LATAM","LATAM-Central"
"RA-19945","Ryan Akin","Quetzaltenango","Quezaltenango","Guatemala","NA","Consumer","LATAM","LATAM-Central"
"BN-11515","Bradley Nguyen","San Luis Potosí","San Luis Potosí","Mexico","NA","Consumer","LATAM","LATAM-North"
"RH-19600","Rob Haberlin","Tegucigalpa","Francisco Morazán","Honduras","NA","Consumer","LATAM","LATAM-Central"
"SC-20695","Steve Chapman","Rosario","Santa Fe","Argentina","NA","Corporate","LATAM","LATAM-South"
"AY-10555","Andy Yotov","Mixco","Guatemala","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"MS-17830","Melanie Seite","Santiago del Estero","Santiago del Estero","Argentina","NA","Consumer","LATAM","LATAM-South"
"JF-15415","Jennifer Ferguson","Zapopan","Jalisco","Mexico","NA","Consumer","LATAM","LATAM-North"
"TS-21655","Trudy Schmidt","Potosí","Potosí","Bolivia","NA","Consumer","LATAM","LATAM-South"
"RD-19900","Ruben Dartt","San Francisco de Macorís","Duarte","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"BT-11680","Brian Thompson","Santiago","Santiago","Chile","NA","Consumer","LATAM","LATAM-South"
"NL-18310","Nancy Lomonaco","Bayamo","Granma","Cuba","NA","Home Office","LATAM","Caribbean"
"TH-21115","Thea Hudgings","Curitiba","Parana","Brazil","NA","Corporate","LATAM","LATAM-South"
"MB-17305","Maria Bertelson","Ariquemes","Rondônia","Brazil","NA","Consumer","LATAM","LATAM-South"
"BG-11695","Brooke Gillingham","Puerto Padre","Las Tunas","Cuba","NA","Corporate","LATAM","Caribbean"
"CC-12145","Charles Crestani","Fort-de-France","Martinique","Martinique","NA","Consumer","LATAM","Caribbean"
"MY-18295","Muhammed Yedwab","Poza Rica de Hidalgo","Veracruz","Mexico","NA","Corporate","LATAM","LATAM-North"
"TS-21505","Tony Sayre","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"CB-12415","Christy Brittain","Guarapari","Espírito Santo","Brazil","NA","Consumer","LATAM","LATAM-South"
"SJ-20500","Shirley Jackson","Consolación del Sur","Pinar del Río","Cuba","NA","Consumer","LATAM","Caribbean"
"EM-14065","Erin Mull","Querétaro","Querétaro","Mexico","NA","Consumer","LATAM","LATAM-North"
"JF-15295","Jason Fortune-","San Miguelito","Panama","Panama","NA","Consumer","LATAM","LATAM-Central"
"JJ-15445","Jennifer Jackson","Tijuana","Baja California","Mexico","NA","Consumer","LATAM","LATAM-North"
"WB-21850","William Brown","Monterrey","Nuevo León","Mexico","NA","Consumer","LATAM","LATAM-North"
"JH-16180","Justin Hirsh","Mexico City","Distrito Federal","Mexico","NA","Consumer","LATAM","LATAM-North"
"MH-18115","Mick Hernandez","San Pedro Sula","Cortés","Honduras","NA","Home Office","LATAM","LATAM-Central"
"RA-19885","Ruben Ausman","Villa Canales","Guatemala","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"JF-15565","Jill Fjeld","Castanhal","Pará","Brazil","NA","Consumer","LATAM","LATAM-South"
"SG-20470","Sheri Gordon","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"CD-12280","Christina DeMoss","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"AA-10645","Anna Andreadi","Camagüey","Camagüey","Cuba","NA","Consumer","LATAM","Caribbean"
"AG-10270","Alejandro Grove","Villa Nueva","Guatemala","Guatemala","NA","Consumer","LATAM","LATAM-Central"
"SP-20860","Sung Pak","Cipolletti","Río Negro","Argentina","NA","Corporate","LATAM","LATAM-South"
"MK-18160","Mike Kennedy","Pinar del Río","Pinar del Río","Cuba","NA","Consumer","LATAM","Caribbean"
"SK-19990","Sally Knutson","Castanhal","Pará","Brazil","NA","Consumer","LATAM","LATAM-South"
"FC-14335","Fred Chung","Córdoba","Veracruz","Mexico","NA","Corporate","LATAM","LATAM-North"
"GM-14680","Greg Matthias","Belo Horizonte","Minas Gerais","Brazil","NA","Consumer","LATAM","LATAM-South"
"JF-15490","Jeremy Farry","Torreón","Coahuila","Mexico","NA","Consumer","LATAM","LATAM-North"
"TD-20995","Tamara Dahlen","Colón","Colón","Panama","NA","Consumer","LATAM","LATAM-Central"
"JM-15250","Janet Martin","Hermosillo","Sonora","Mexico","NA","Consumer","LATAM","LATAM-North"
"JP-16135","Julie Prescott","Coacalco","México","Mexico","NA","Home Office","LATAM","LATAM-North"
"BO-11425","Bobby Odegard","Mauá","São Paulo","Brazil","NA","Consumer","LATAM","LATAM-South"
"FH-14365","Fred Hopkins","Mexicali","Baja California","Mexico","NA","Corporate","LATAM","LATAM-North"
"JS-15595","Jill Stevenson","Masaya","Masaya","Nicaragua","NA","Corporate","LATAM","LATAM-Central"
"DH-13075","Dave Hallsten","La Vega","La Vega","Dominican Republic","NA","Corporate","LATAM","Caribbean"
"MW-18235","Mitch Willingham","Sorocaba","São Paulo","Brazil","NA","Corporate","LATAM","LATAM-South"
"KA-16525","Kelly Andreada","Mejicanos","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"JR-15670","Jim Radford","Tecomán","Colima","Mexico","NA","Consumer","LATAM","LATAM-North"
"AA-10480","Andrew Allen","Toluca","México","Mexico","NA","Consumer","LATAM","LATAM-North"
"JL-15175","James Lanier","Puebla","Puebla","Mexico","NA","Home Office","LATAM","LATAM-North"
"JG-15115","Jack Garza","Chihuahua","Chihuahua","Mexico","NA","Consumer","LATAM","LATAM-North"
"MG-17680","Maureen Gastineau","Rosario","Santa Fe","Argentina","NA","Home Office","LATAM","LATAM-South"
"MZ-17515","Mary Zewe","Bogotá","Bogota","Colombia","NA","Corporate","LATAM","LATAM-South"
"RB-19435","Richard Bierner","Villa Nueva","Guatemala","Guatemala","NA","Consumer","LATAM","LATAM-Central"
"GT-14755","Guy Thornton","Santiago de los Caballeros","Santiago","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"HG-14845","Harry Greene","Ilopango","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"PA-19060","Pete Armstrong","Buenos Aires","Buenos Aires","Argentina","NA","Home Office","LATAM","LATAM-South"
"JC-15775","John Castell","San Salvador","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"AB-10060","Adam Bellavance","Soyapango","San Salvador","El Salvador","NA","Home Office","LATAM","LATAM-Central"
"ME-17320","Maria Etezadi","Bagé","Rio Grande do Sul","Brazil","NA","Home Office","LATAM","LATAM-South"
"BK-11260","Berenike Kampe","Mejicanos","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"RF-19345","Randy Ferguson","Santiago de los Caballeros","Santiago","Dominican Republic","NA","Corporate","LATAM","Caribbean"
"JM-15655","Jim Mitchum","San Pedro Sula","Cortés","Honduras","NA","Corporate","LATAM","LATAM-Central"
"JC-15385","Jenna Caffey","Santana de Parnaíba","São Paulo","Brazil","NA","Consumer","LATAM","LATAM-South"
"CM-12235","Chris McAfee","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"EB-13975","Erica Bern","Santo Domingo","Santo Domingo","Dominican Republic","NA","Corporate","LATAM","Caribbean"
"JK-15730","Joe Kamberova","San Martín","Cuscatlán","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"BP-11290","Beth Paige","La Paz","La Paz","Bolivia","NA","Consumer","LATAM","LATAM-South"
"SM-20950","Suzanne McNair","Carrefour","Ouest","Haiti","NA","Corporate","LATAM","Caribbean"
"MS-17530","MaryBeth Skach","San Francisco del Rincón","Guanajuato","Mexico","NA","Consumer","LATAM","LATAM-North"
"CC-12100","Chad Cunningham","Mexico City","Distrito Federal","Mexico","NA","Home Office","LATAM","LATAM-North"
"DL-12865","Dan Lawera","La Ceiba","Atlántida","Honduras","NA","Consumer","LATAM","LATAM-Central"
"DK-13150","David Kendrick","Mexico City","Distrito Federal","Mexico","NA","Corporate","LATAM","LATAM-North"
"DK-13090","Dave Kipp","Huehuetenango","Huehuetenango","Guatemala","NA","Consumer","LATAM","LATAM-Central"
"SO-20335","Sean O'Donnell","Camagüey","Camagüey","Cuba","NA","Consumer","LATAM","Caribbean"
"NC-18535","Nick Crebassa","Caracas","Distrito Capital","Venezuela","NA","Corporate","LATAM","LATAM-South"
"AC-10615","Ann Chong","Garza García","Nuevo León","Mexico","NA","Corporate","LATAM","LATAM-North"
"GM-14695","Greg Maxwell","Catia La Mar","Vargas","Venezuela","NA","Corporate","LATAM","LATAM-South"
"RB-19330","Randy Bradley","Celaya","Guanajuato","Mexico","NA","Consumer","LATAM","LATAM-North"
"RB-19360","Raymond Buch","Coatzacoalcos","Veracruz","Mexico","NA","Consumer","LATAM","LATAM-North"
"DP-13165","David Philippe","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"LW-17125","Liz Willingham","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"CJ-12010","Caroline Jumper","Apopa","San Salvador","El Salvador","NA","Consumer","LATAM","LATAM-Central"
"PB-19105","Peter Bühler","General Escobedo","Nuevo León","Mexico","NA","Consumer","LATAM","LATAM-North"
"TT-21070","Ted Trevino","San Cristóbal","Táchira","Venezuela","NA","Consumer","LATAM","LATAM-South"
"VT-21700","Valerie Takahito","Brasília","Federal District","Brazil","NA","Home Office","LATAM","LATAM-South"
"CD-11980","Carol Darley","Managua","Managua","Nicaragua","NA","Consumer","LATAM","LATAM-Central"
"RD-19480","Rick Duston","Zapopan","Jalisco","Mexico","NA","Consumer","LATAM","LATAM-North"
"VB-21745","Victoria Brennan","Panama City","Panama","Panama","NA","Corporate","LATAM","LATAM-Central"
"RW-19540","Rick Wilson","Tegucigalpa","Francisco Morazán","Honduras","NA","Corporate","LATAM","LATAM-Central"
"ML-17755","Max Ludwig","Acayucan","Veracruz","Mexico","NA","Home Office","LATAM","LATAM-North"
"GM-14440","Gary McGarr","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"EJ-14155","Eva Jacobs","Oruro","Oruro","Bolivia","NA","Consumer","LATAM","LATAM-South"
"JK-15370","Jay Kimmel","Fernando de la Mora","Central","Paraguay","NA","Consumer","LATAM","LATAM-South"
"JO-15145","Jack O'Briant","Huixquilucan","México","Mexico","NA","Corporate","LATAM","LATAM-North"
"DW-13585","Dorothy Wardle","Masaya","Masaya","Nicaragua","NA","Corporate","LATAM","LATAM-Central"
"SC-20260","Scott Cohen","Zapopan","Jalisco","Mexico","NA","Corporate","LATAM","LATAM-North"
"MR-17545","Mathew Reese","Santa Clara","Villa Clara","Cuba","NA","Home Office","LATAM","Caribbean"
"SS-20515","Shirley Schmidt","San Martín","Cuscatlán","El Salvador","NA","Home Office","LATAM","LATAM-Central"
"JK-16090","Juliana Krohn","Santo Domingo","Santo Domingo","Dominican Republic","NA","Consumer","LATAM","Caribbean"
"CC-12670","Craig Carreira","Monterrey","Nuevo León","Mexico","NA","Consumer","LATAM","LATAM-North"
"AP-10720","Anne Pryor","Tipitapa","Managua","Nicaragua","NA","Home Office","LATAM","LATAM-Central"
"NP-18325","Naresj Patel","Juárez","Chihuahua","Mexico","NA","Consumer","LATAM","LATAM-North"
"RM-19750","Roland Murray","Santa Fe","Santa Fe","Argentina","NA","Consumer","LATAM","LATAM-South"
"TS-21160","Theresa Swint","Mixco","Guatemala","Guatemala","NA","Corporate","LATAM","LATAM-Central"
"PO-18865","Patrick O'Donnell","Santiago de los Caballeros","Santiago","Dominican Republic","NA","Consumer","LATAM","Caribbean"
